ward,seed,staffing_factor,headcount,fte,fte_netto_bedarf,fte_brutto_ziel,soll_dienste,scenario,method,besetzungsquote,offene_slots,untergrenzen_verstoesse,harte_verstoesse,weiche_abweichungen,qualifikationsverstoesse,hilfskraftanteil,auslastung_mittel,auslastung_streuung,auslastung_spanne,arbeitszeitabweichung,planstabilitaet,geaenderte_zuweisungen,planungszeit_s,solver_status,krankheitsgutschrift_min
intensiv,777,0.9,28,22.75,16.55,19.07,332,S2,MILP reaktiv,1.0,0,0,0,1,0,0.0,1.0102,0.0516,0.1759,0.0462,0.9198,32,0.423,0,7380
intensiv,777,0.9,28,22.75,16.55,19.07,332,S2,Greedy auf MILP-Plan,1.0,0,0,0,6,0,0.0,1.0119,0.0482,0.137,0.0456,0.8707,53,0.507,,7380
intensiv,777,0.9,28,22.75,16.55,19.07,332,S2,MILP auf Greedy-Plan,1.0,0,0,0,20,0,0.0,1.005,0.0587,0.2146,0.0511,0.925,30,0.505,0,6885
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S0,Greedy,1.0,0,0,0,18,0,0.0,0.9882,0.0497,0.2615,0.0349,1.0,0,0.475,,0
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S0,Greedy reaktiv,1.0,0,0,0,18,0,0.0,0.9882,0.0497,0.2615,0.0349,1.0,0,0.4,,0
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S0,MILP,1.0,0,0,0,0,0,0.0,0.9828,0.0106,0.0356,0.0172,1.0,0,30.066,1,0
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S0,MILP reaktiv,1.0,0,0,0,0,0,0.0,0.9828,0.0106,0.0356,0.0172,1.0,0,0.18,0,0
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S0,Greedy auf MILP-Plan,1.0,0,0,0,1,0,0.0,0.9828,0.0106,0.0356,0.0172,0.9947,2,0.408,,0
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S0,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.0,0.9882,0.0497,0.2615,0.0349,1.0,0,0.182,0,0
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S1,Greedy,1.0,0,0,0,18,0,0.0,1.0409,0.0468,0.2814,0.0521,0.2296,396,0.494,,10260
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S1,Greedy reaktiv,1.0,0,0,0,17,0,0.0,1.0389,0.0433,0.2206,0.0512,0.8407,65,0.429,,10260
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S1,MILP,1.0,0,0,0,0,0,0.0,1.0316,0.0096,0.0487,0.0316,0.2676,353,10.01,0,9585
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S1,MILP reaktiv,1.0,0,0,0,1,0,0.0,1.0352,0.0376,0.1425,0.0436,0.9056,37,0.615,0,9585
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S1,Greedy auf MILP-Plan,1.0,0,0,0,4,0,0.0,1.0346,0.042,0.1576,0.0443,0.8337,68,0.411,,9585
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S1,MILP auf Greedy-Plan,1.0,0,0,0,16,0,0.0,1.0426,0.0483,0.2514,0.0507,0.8869,45,0.42,0,10260
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S2,Greedy,1.0,0,0,0,18,0,0.0,1.021,0.0633,0.3878,0.045,0.5586,196,0.443,,5400
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S2,Greedy reaktiv,0.9938,2,2,0,17,0,0.0,1.0183,0.0729,0.3878,0.0532,0.9256,29,0.432,,5400
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S2,MILP,1.0,0,0,0,0,0,0.0,1.0133,0.0116,0.0613,0.0157,0.2094,385,8.718,0,5175
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S2,MILP reaktiv,1.0,0,0,0,2,0,0.0,1.0144,0.0344,0.1374,0.0296,0.938,24,0.977,0,5175
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S2,Greedy auf MILP-Plan,1.0,0,0,0,4,0,0.0,1.0184,0.0568,0.2646,0.0382,0.8869,45,0.435,,5175
intensiv,31415,0.9,26,22.45,16.2,18.67,325,S2,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.0,1.0209,0.0336,0.1105,0.0357,0.9284,28,0.826,0,5400
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S0,Greedy,1.0,0,0,0,18,0,0.0,1.0883,0.057,0.2491,0.0883,1.0,0,0.479,,0
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S0,Greedy reaktiv,1.0,0,0,0,18,0,0.0,1.0883,0.057,0.2491,0.0883,1.0,0,0.397,,0
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S0,MILP,1.0,0,0,0,1,0,0.0,1.0818,0.0304,0.1504,0.0818,1.0,0,8.562,0,0
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S0,MILP reaktiv,1.0,0,0,0,1,0,0.0,1.0818,0.0304,0.1504,0.0818,1.0,0,0.171,0,0
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.0,1.0818,0.0304,0.1504,0.0818,0.9663,13,0.405,,0
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S0,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.0,1.0883,0.057,0.2491,0.0883,1.0,0,0.222,0,0
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S1,Greedy,0.9821,3,3,0,18,0,0.0,1.1317,0.1604,0.6034,0.1317,0.511,222,0.48,,7740
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S1,Greedy reaktiv,0.9821,4,4,0,14,0,0.0,1.1257,0.13,0.5521,0.1257,0.8261,72,0.407,,7740
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S1,MILP,1.0,0,0,0,1,0,0.0,1.1608,0.17,0.605,0.1608,0.2794,343,9.09,0,7740
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S1,MILP reaktiv,1.0,0,0,0,6,0,0.0,1.1668,0.1917,0.6353,0.1668,0.8853,46,2.338,0,7740
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S1,Greedy auf MILP-Plan,0.9851,5,5,0,7,0,0.0,1.1385,0.1348,0.4686,0.1385,0.8063,80,0.407,,7740
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S1,MILP auf Greedy-Plan,1.0,0,0,0,16,0,0.0,1.1577,0.1828,0.6279,0.1577,0.8903,44,3.91,0,7740
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S2,Greedy,0.9792,4,4,0,19,0,0.0,1.1369,0.1535,0.5369,0.1369,0.729,113,0.461,,7155
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S2,Greedy reaktiv,0.9821,4,4,0,18,0,0.0,1.141,0.1557,0.5473,0.141,0.8354,68,0.429,,7155
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S2,MILP,1.0,0,0,0,2,0,0.0,1.1509,0.1516,0.6196,0.1509,0.2511,346,12.11,0,5940
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S2,MILP reaktiv,1.0,0,0,0,3,0,0.0,1.1561,0.1684,0.605,0.1561,0.8972,41,2.445,0,5940
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S2,Greedy auf MILP-Plan,0.9851,4,4,0,8,0,0.0,1.1276,0.1209,0.4838,0.1276,0.8058,81,0.397,,5940
intensiv,20261133,0.8,25,20.75,16.76,17.17,336,S2,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.0,1.1661,0.183,0.6279,0.1661,0.8402,66,6.33,0,7155
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S0,Greedy,0.9443,9,9,0,18,0,0.0,1.0764,0.0882,0.4239,0.0805,1.0,0,0.401,,0
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S0,Greedy reaktiv,0.9443,9,9,0,18,0,0.0,1.0764,0.0882,0.4239,0.0805,1.0,0,0.329,,0
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S0,MILP,1.0,0,0,0,2,0,0.0,1.1435,0.111,0.3522,0.1435,1.0,0,10.123,0,0
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S0,MILP reaktiv,1.0,0,0,0,2,0,0.0,1.1435,0.111,0.3522,0.1435,1.0,0,0.161,0,0
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S0,Greedy auf MILP-Plan,1.0,0,0,0,4,0,0.0,1.1435,0.111,0.3522,0.1435,0.9868,5,0.383,,0
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S0,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.0,1.1517,0.1759,0.6228,0.1517,0.8706,51,2.106,0,0
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S1,Greedy,0.9319,9,9,0,18,0,0.0,1.092,0.1238,0.526,0.1041,0.5967,171,0.415,,5085
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S1,Greedy reaktiv,0.9319,12,12,0,17,0,0.0,1.0897,0.1019,0.4239,0.0938,0.8428,61,0.376,,5085
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S1,MILP,1.0,0,0,0,4,0,0.0,1.1602,0.1391,0.5445,0.1602,0.3483,290,10.215,0,3645
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S1,MILP reaktiv,1.0,0,0,0,7,0,0.0,1.1615,0.1346,0.4532,0.1615,0.9276,28,0.616,0,3645
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S1,Greedy auf MILP-Plan,0.9876,4,4,0,6,0,0.0,1.1439,0.1123,0.3623,0.1439,0.9229,30,0.357,,3645
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S1,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.0,1.1753,0.1784,0.6632,0.1753,0.7488,102,4.552,0,5085
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S2,Greedy,0.9071,12,12,0,17,0,0.0,1.0972,0.1046,0.3853,0.0972,0.7045,117,0.45,,7740
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S2,Greedy reaktiv,0.9009,20,20,0,17,0,0.0,1.0874,0.0893,0.3853,0.0874,0.878,46,0.365,,7740
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S2,MILP,0.9659,11,7,0,8,0,0.0,1.1776,0.156,0.5445,0.1776,0.3128,312,3.694,0,9270
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S2,MILP reaktiv,0.9659,11,8,0,9,0,0.0,1.1789,0.1591,0.5546,0.1789,0.838,64,2.914,0,9270
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S2,Greedy auf MILP-Plan,0.935,15,15,0,6,0,0.0,1.1451,0.1316,0.4739,0.1451,0.8134,75,0.347,,9270
intensiv,4711,0.8,23,20.15,16.11,16.5,323,S2,MILP auf Greedy-Plan,0.9752,8,7,0,15,0,0.0,1.1811,0.1791,0.6632,0.1811,0.694,127,2.663,0,7740
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S0,Greedy,0.9371,12,12,0,16,0,0.0,1.0773,0.185,0.8214,0.1166,1.0,0,0.395,,0
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S0,Greedy reaktiv,0.9371,12,12,0,16,0,0.0,1.0773,0.185,0.8214,0.1166,1.0,0,0.326,,0
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S0,MILP,1.0,0,0,0,5,0,0.0,1.1349,0.1624,0.724,0.1349,1.0,0,30.065,1,0
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S0,MILP reaktiv,1.0,0,0,0,5,0,0.0,1.1349,0.1624,0.724,0.1349,1.0,0,0.163,0,0
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S0,Greedy auf MILP-Plan,1.0,0,0,0,8,0,0.0,1.1349,0.1624,0.724,0.1349,0.9847,6,0.345,,0
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S0,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.0,1.1339,0.166,0.6934,0.1339,0.8747,50,1.978,0,0
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S1,Greedy,0.9132,15,15,0,14,0,0.0,1.0913,0.1428,0.6753,0.1147,0.4818,228,0.356,,7380
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S1,Greedy reaktiv,0.9251,18,18,0,16,0,0.0,1.1089,0.172,0.7727,0.123,0.818,73,0.329,,7380
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S1,MILP,0.997,1,1,0,7,0,0.0,1.1955,0.2252,0.9253,0.1955,0.2969,322,13.455,0,7785
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S1,MILP reaktiv,0.997,1,1,0,12,0,0.0,1.1993,0.2352,0.9302,0.1993,0.783,92,30.071,1,7785
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S1,Greedy auf MILP-Plan,0.9611,10,10,0,16,0,0.0,1.1506,0.1769,0.75,0.1506,0.8076,81,0.385,,7785
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S1,MILP auf Greedy-Plan,0.994,2,1,0,17,0,0.0,1.194,0.2441,1.0111,0.194,0.7083,126,30.093,1,7380
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S2,Greedy,0.8862,16,16,0,14,0,0.0,1.0826,0.1622,0.6591,0.1168,0.7744,88,0.401,,9135
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S2,Greedy reaktiv,0.8982,19,19,0,17,0,0.0,1.1073,0.2199,0.9838,0.1409,0.8397,63,0.347,,9135
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S2,MILP,0.988,4,2,0,11,0,0.0,1.1893,0.2158,0.8929,0.1893,0.2916,328,30.117,1,8145
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S2,MILP reaktiv,0.991,3,2,0,14,0,0.0,1.1953,0.2269,0.8766,0.1953,0.7354,113,11.318,0,8145
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S2,Greedy auf MILP-Plan,0.9551,11,11,0,13,0,0.0,1.1494,0.1777,0.7565,0.1494,0.8374,67,0.359,,8145
intensiv,20260906,0.8,23,20.7,16.68,17.08,334,S2,MILP auf Greedy-Plan,0.988,4,4,0,16,0,0.0,1.2019,0.2444,1.0135,0.2019,0.6349,161,30.074,1,9135
intensiv,777,0.8,25,20.35,16.55,16.95,332,S0,Greedy,0.9819,3,3,0,19,0,0.0,1.1008,0.1212,0.4892,0.1015,1.0,0,0.428,,0
intensiv,777,0.8,25,20.35,16.55,16.95,332,S0,Greedy reaktiv,0.9819,3,3,0,19,0,0.0,1.1008,0.1212,0.4892,0.1015,1.0,0,0.347,,0
intensiv,777,0.8,25,20.35,16.55,16.95,332,S0,MILP,1.0,0,0,0,0,0,0.0,1.1214,0.1028,0.4583,0.1214,1.0,0,3.592,0,0
intensiv,777,0.8,25,20.35,16.55,16.95,332,S0,MILP reaktiv,1.0,0,0,0,0,0,0.0,1.1214,0.1028,0.4583,0.1214,1.0,0,0.181,0,0
intensiv,777,0.8,25,20.35,16.55,16.95,332,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.0,1.1214,0.1028,0.4583,0.1214,0.9871,5,0.374,,0
intensiv,777,0.8,25,20.35,16.55,16.95,332,S0,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.0,1.1194,0.1127,0.4439,0.1194,0.9592,16,0.476,0,0
intensiv,777,0.8,25,20.35,16.55,16.95,332,S1,Greedy,0.9669,6,6,0,19,0,0.0,1.1126,0.1196,0.4762,0.1126,0.5543,197,0.426,,5130
intensiv,777,0.8,25,20.35,16.55,16.95,332,S1,Greedy reaktiv,0.9578,8,8,0,18,0,0.0,1.1046,0.1208,0.4762,0.1046,0.8875,45,0.373,,5130
intensiv,777,0.8,25,20.35,16.55,16.95,332,S1,MILP,1.0,0,0,0,0,0,0.0,1.1577,0.1713,0.5895,0.1577,0.2782,345,6.103,0,3195
intensiv,777,0.8,25,20.35,16.55,16.95,332,S1,MILP reaktiv,1.0,0,0,0,3,0,0.0,1.1572,0.1712,0.5846,0.1572,0.9345,26,0.65,0,3195
intensiv,777,0.8,25,20.35,16.55,16.95,332,S1,Greedy auf MILP-Plan,0.9819,4,4,0,6,0,0.0,1.1291,0.1202,0.4742,0.1291,0.927,29,0.384,,3195
intensiv,777,0.8,25,20.35,16.55,16.95,332,S1,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.0,1.1653,0.1892,0.6664,0.1653,0.875,51,2.442,0,5130
intensiv,777,0.8,25,20.35,16.55,16.95,332,S2,Greedy,0.9428,7,7,0,21,0,0.0,1.0956,0.1542,0.8182,0.1172,0.481,232,0.448,,5850
intensiv,777,0.8,25,20.35,16.55,16.95,332,S2,Greedy reaktiv,0.9518,10,10,0,19,0,0.0,1.106,0.1384,0.5974,0.1066,0.9013,39,0.401,,5850
intensiv,777,0.8,25,20.35,16.55,16.95,332,S2,MILP,1.0,0,0,0,4,0,0.0,1.1708,0.1651,0.57,0.1708,0.3255,317,7.167,0,5940
intensiv,777,0.8,25,20.35,16.55,16.95,332,S2,MILP reaktiv,1.0,0,0,0,6,0,0.0,1.1722,0.1733,0.605,0.1722,0.8509,61,4.655,0,5940
intensiv,777,0.8,25,20.35,16.55,16.95,332,S2,Greedy auf MILP-Plan,0.9759,6,6,0,6,0,0.0,1.1438,0.149,0.5846,0.1438,0.8695,53,0.415,,5940
intensiv,777,0.8,25,20.35,16.55,16.95,332,S2,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.0,1.1707,0.1921,0.6603,0.1707,0.7909,87,3.753,0,5850
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S0,Greedy,0.9754,6,6,0,16,0,0.0,1.0759,0.048,0.1733,0.0759,1.0,0,0.432,,0
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S0,Greedy reaktiv,0.9754,6,6,0,16,0,0.0,1.0759,0.048,0.1733,0.0759,1.0,0,0.363,,0
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S0,MILP,1.0,0,0,0,1,0,0.0,1.1029,0.0347,0.1337,0.1029,1.0,0,9.243,0,0
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S0,MILP reaktiv,1.0,0,0,0,1,0,0.0,1.1029,0.0347,0.1337,0.1029,1.0,0,0.158,0,0
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.0,1.1029,0.0347,0.1337,0.1029,0.9711,11,0.379,,0
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S0,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.0,1.1075,0.0802,0.2574,0.1075,0.9452,21,1.119,0,0
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S1,Greedy,0.9385,11,11,0,15,0,0.0,1.0892,0.074,0.3086,0.0892,0.4422,251,0.426,,7695
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S1,Greedy reaktiv,0.9385,14,14,0,16,0,0.0,1.0893,0.0575,0.1817,0.0893,0.8448,61,0.39,,7695
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S1,MILP,0.9908,3,2,0,4,0,0.0,1.1576,0.1175,0.3896,0.1576,0.3111,310,4.042,0,8775
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S1,MILP reaktiv,0.9908,3,2,0,9,0,0.0,1.1574,0.1228,0.3896,0.1574,0.8263,70,3.652,0,8775
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S1,Greedy auf MILP-Plan,0.9662,7,7,0,7,0,0.0,1.1286,0.0921,0.3463,0.1286,0.8103,77,0.337,,8775
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S1,MILP auf Greedy-Plan,0.9969,1,0,0,16,0,0.0,1.1639,0.1602,0.571,0.1639,0.7205,116,4.197,0,7695
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S2,Greedy,0.9415,9,9,0,15,0,0.0,1.0805,0.0476,0.1733,0.0805,0.6005,171,0.449,,6840
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S2,Greedy reaktiv,0.9415,12,12,0,16,0,0.0,1.0808,0.0494,0.1733,0.0808,0.8734,49,0.374,,6840
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S2,MILP,0.9969,1,1,0,4,0,0.0,1.148,0.1012,0.3896,0.148,0.357,290,8.337,0,6975
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S2,MILP reaktiv,0.9969,1,1,0,7,0,0.0,1.1523,0.1228,0.3994,0.1523,0.8346,66,3.641,0,6975
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S2,Greedy auf MILP-Plan,0.9692,7,7,0,5,0,0.0,1.1143,0.0673,0.2549,0.1143,0.8586,56,0.366,,6975
intensiv,31415,0.8,23,20.25,16.2,16.6,325,S2,MILP auf Greedy-Plan,0.9969,1,1,0,18,0,0.0,1.1523,0.1461,0.4858,0.1523,0.7721,93,17.001,0,6840
