ward,seed,staffing_factor,headcount,fte,fte_netto_bedarf,fte_brutto_ziel,soll_dienste,scenario,method,besetzungsquote,offene_slots,untergrenzen_verstoesse,harte_verstoesse,weiche_abweichungen,qualifikationsverstoesse,hilfskraftanteil,auslastung_mittel,auslastung_streuung,auslastung_spanne,arbeitszeitabweichung,planstabilitaet,geaenderte_zuweisungen,planungszeit_s,solver_status,krankheitsgutschrift_min
geriatrie,20260906,0.9,26,20.65,14.9,17.18,299,S1,Greedy auf MILP-Plan,1.0,0,0,0,4,0,0.1137,0.9901,0.0417,0.1868,0.0362,0.8817,44,0.448,,5400
geriatrie,20260906,0.9,26,20.65,14.9,17.18,299,S1,MILP auf Greedy-Plan,1.0,0,0,0,16,0,0.1204,1.0122,0.0599,0.1899,0.055,0.9153,31,0.589,0,7875
geriatrie,20260906,0.9,26,20.65,14.9,17.18,299,S2,Greedy,1.0,0,0,0,14,0,0.1104,0.9915,0.0655,0.2631,0.0521,0.7238,108,0.5,,4140
geriatrie,20260906,0.9,26,20.65,14.9,17.18,299,S2,Greedy reaktiv,1.0,0,0,0,13,0,0.1137,0.993,0.0742,0.293,0.0637,0.9183,30,0.495,,4140
geriatrie,20260906,0.9,26,20.65,14.9,17.18,299,S2,MILP,1.0,0,0,0,0,0,0.1104,0.9841,0.0217,0.1109,0.0223,0.227,361,30.089,1,3195
geriatrie,20260906,0.9,26,20.65,14.9,17.18,299,S2,MILP reaktiv,1.0,0,0,0,1,0,0.1137,0.9813,0.0338,0.1515,0.0333,0.9608,14,0.486,0,3195
geriatrie,20260906,0.9,26,20.65,14.9,17.18,299,S2,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.1104,0.9833,0.0446,0.1625,0.0425,0.9233,28,0.42,,3195
geriatrie,20260906,0.9,26,20.65,14.9,17.18,299,S2,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.1104,0.9923,0.0705,0.2728,0.059,0.9501,18,0.432,0,4140
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S0,Greedy,1.0,0,0,0,18,0,0.11,0.9822,0.0508,0.201,0.0389,1.0,0,0.462,,0
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S0,Greedy reaktiv,1.0,0,0,0,18,0,0.11,0.9822,0.0508,0.201,0.0389,1.0,0,0.365,,0
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S0,MILP,1.0,0,0,0,0,0,0.1165,0.984,0.0194,0.0957,0.0215,1.0,0,30.063,1,0
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S0,MILP reaktiv,1.0,0,0,0,0,0,0.1165,0.984,0.0194,0.0957,0.0215,1.0,0,0.176,0,0
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S0,Greedy auf MILP-Plan,1.0,0,0,0,2,0,0.1165,0.984,0.0194,0.0957,0.0215,0.9863,5,0.388,,0
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S0,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.11,0.9822,0.0508,0.201,0.0389,1.0,0,0.192,0,0
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S1,Greedy,1.0,0,0,0,16,0,0.11,1.0296,0.0425,0.1625,0.0453,0.3272,327,0.454,,8280
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S1,Greedy reaktiv,1.0,0,0,0,17,0,0.1133,1.0352,0.0563,0.2426,0.0535,0.8638,53,0.403,,8280
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S1,MILP,1.0,0,0,0,0,0,0.1165,1.0177,0.0165,0.0974,0.0202,0.23,365,8.038,0,6840
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S1,MILP reaktiv,1.0,0,0,0,3,0,0.1165,1.0261,0.0511,0.222,0.0429,0.9274,27,0.549,0,6840
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S1,Greedy auf MILP-Plan,1.0,0,0,0,6,0,0.1165,1.0268,0.0546,0.2346,0.0451,0.8779,47,0.448,,6840
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S1,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.1133,1.0401,0.0714,0.3712,0.0498,0.9127,33,0.481,0,8280
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S2,Greedy,0.9968,1,0,1,19,1,0.1201,1.0109,0.0329,0.1398,0.0285,0.653,144,0.485,,5445
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S2,Greedy reaktiv,1.0,0,0,0,19,0,0.1197,1.0182,0.0473,0.1963,0.0429,0.9333,25,0.463,,5445
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S2,MILP,1.0,0,0,0,0,0,0.1133,1.0204,0.0166,0.0974,0.0229,0.2225,367,8.432,0,6345
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S2,MILP reaktiv,1.0,0,0,0,4,0,0.11,1.0221,0.0371,0.1289,0.0368,0.9276,27,0.5,0,6345
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S2,Greedy auf MILP-Plan,1.0,0,0,0,9,0,0.1165,1.0256,0.0339,0.1169,0.0361,0.8682,51,0.415,,6345
geriatrie,777,0.9,25,21.45,15.39,17.74,309,S2,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.1197,1.0175,0.0334,0.1192,0.0323,0.9333,25,0.498,0,5445
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S0,Greedy,1.0,0,0,0,20,0,0.1386,0.9937,0.0988,0.3767,0.0728,1.0,0,0.409,,0
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S0,Greedy reaktiv,1.0,0,0,0,20,0,0.1386,0.9937,0.0988,0.3767,0.0728,1.0,0,0.348,,0
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S0,MILP,1.0,0,0,0,0,0,0.1353,0.9954,0.0125,0.0648,0.0091,1.0,0,8.562,0,0
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S0,MILP reaktiv,1.0,0,0,0,0,0,0.1353,0.9954,0.0125,0.0648,0.0091,1.0,0,0.173,0,0
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.1353,0.9954,0.0125,0.0648,0.0091,0.9889,4,0.427,,0
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S0,MILP auf Greedy-Plan,1.0,0,0,0,20,0,0.1386,0.9937,0.0988,0.3767,0.0728,1.0,0,0.208,0,0
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S1,Greedy,0.9934,2,2,1,19,1,0.1362,1.0165,0.1051,0.4062,0.091,0.2725,347,0.482,,5580
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S1,Greedy reaktiv,1.0,0,0,0,19,0,0.1353,1.0269,0.0777,0.3147,0.0726,0.8918,41,0.417,,5580
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S1,MILP,1.0,0,0,0,0,0,0.1353,1.0276,0.0153,0.0615,0.0276,0.2213,373,7.404,0,5580
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S1,MILP reaktiv,1.0,0,0,0,2,0,0.1353,1.027,0.0341,0.0974,0.0306,0.9423,21,0.633,0,5580
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S1,Greedy auf MILP-Plan,1.0,0,0,0,6,0,0.1353,1.0305,0.0374,0.1061,0.0341,0.8912,41,0.423,,5580
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S1,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.132,1.0339,0.0511,0.2242,0.0532,0.9299,26,0.467,0,5580
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S2,Greedy,1.0,0,0,0,18,0,0.1254,1.0235,0.0988,0.4283,0.0844,0.7677,92,0.533,,4545
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S2,Greedy reaktiv,1.0,0,0,0,17,0,0.1254,1.0224,0.1029,0.4283,0.0891,0.8819,45,0.427,,4545
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S2,MILP,1.0,0,0,0,0,0,0.1188,1.033,0.0147,0.0615,0.033,0.2447,355,5.911,0,4950
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S2,MILP reaktiv,1.0,0,0,0,3,0,0.1188,1.0367,0.0439,0.1551,0.0408,0.9399,22,0.203,0,4950
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S2,Greedy auf MILP-Plan,1.0,0,0,0,7,0,0.1188,1.0357,0.0391,0.1169,0.0401,0.8939,40,0.402,,4950
geriatrie,31415,0.9,26,21.25,15.12,17.42,303,S2,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.1221,1.0291,0.0657,0.2976,0.0597,0.9223,29,0.532,0,4545
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S0,Greedy,0.9766,5,3,2,20,2,0.1473,1.0727,0.0492,0.2278,0.0761,1.0,0,0.451,,0
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S0,Greedy reaktiv,0.9766,5,3,2,20,2,0.1473,1.0727,0.0492,0.2278,0.0761,1.0,0,0.323,,0
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S0,MILP,1.0,0,0,0,9,0,0.1438,1.0978,0.0455,0.199,0.0978,1.0,0,30.063,1,0
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S0,MILP reaktiv,1.0,0,0,0,9,0,0.1438,1.0978,0.0455,0.199,0.0978,1.0,0,0.157,0,0
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S0,Greedy auf MILP-Plan,0.9833,5,0,1,10,1,0.1463,1.0825,0.0507,0.2248,0.0825,0.9227,28,0.359,,0
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S0,MILP auf Greedy-Plan,1.0,0,0,0,22,0,0.1438,1.0965,0.0519,0.1885,0.0965,0.9093,33,6.7,0,0
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S1,Greedy,0.9465,10,5,5,20,5,0.1484,1.0662,0.0453,0.1867,0.0725,0.6501,134,0.377,,3195
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S1,Greedy reaktiv,0.9532,10,5,4,20,4,0.1474,1.0731,0.0489,0.2278,0.0765,0.9239,27,0.328,,3195
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S1,MILP,0.9799,6,0,0,9,0,0.1399,1.114,0.0637,0.2339,0.114,0.2953,303,30.073,1,5220
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S1,MILP reaktiv,0.9732,8,0,0,11,0,0.1409,1.1075,0.0582,0.199,0.1075,0.9111,32,4.162,0,5220
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S1,Greedy auf MILP-Plan,0.9565,9,5,0,10,0,0.1434,1.0911,0.0547,0.199,0.0911,0.7984,77,0.334,,5220
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S1,MILP auf Greedy-Plan,0.9766,7,0,0,18,0,0.1438,1.0942,0.0469,0.1885,0.0942,0.8743,46,6.84,0,3195
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S2,Greedy,0.9465,9,7,3,19,3,0.1413,1.0777,0.057,0.2094,0.0777,0.7307,101,0.42,,4635
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S2,Greedy reaktiv,0.9465,10,6,2,15,2,0.1413,1.0767,0.0453,0.184,0.0767,0.8864,41,0.311,,4635
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S2,MILP,0.9799,6,0,0,9,0,0.1365,1.1154,0.0799,0.2922,0.1154,0.284,300,30.064,1,5040
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S2,MILP reaktiv,0.9766,7,0,0,9,0,0.137,1.1145,0.0782,0.2642,0.1145,0.8929,39,3.562,0,5040
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S2,Greedy auf MILP-Plan,0.9565,9,5,3,10,3,0.1399,1.0921,0.0504,0.199,0.0921,0.7963,77,0.318,,5040
geriatrie,20261133,0.8,22,18.8,14.91,15.28,299,S2,MILP auf Greedy-Plan,0.9732,8,0,0,18,0,0.1375,1.1051,0.0639,0.2566,0.1051,0.8505,55,4.972,0,4635
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S0,Greedy,0.9545,8,5,4,16,4,0.1361,1.0764,0.0677,0.3064,0.0764,1.0,0,0.365,,0
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S0,Greedy reaktiv,0.9545,8,5,4,16,4,0.1361,1.0764,0.0677,0.3064,0.0764,1.0,0,0.294,,0
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S0,MILP,1.0,0,0,0,3,0,0.1331,1.133,0.0942,0.3751,0.133,1.0,0,9.881,0,0
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S0,MILP reaktiv,1.0,0,0,0,3,0,0.1331,1.133,0.0942,0.3751,0.133,1.0,0,0.138,0,0
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S0,Greedy auf MILP-Plan,1.0,0,0,0,6,0,0.1331,1.133,0.0942,0.3751,0.133,0.989,4,0.336,,0
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S0,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.1396,1.1387,0.1354,0.5771,0.1387,0.8333,64,30.069,1,0
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S1,Greedy,0.9156,15,8,9,16,9,0.1312,1.086,0.0624,0.2741,0.086,0.5493,183,0.388,,7335
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S1,Greedy reaktiv,0.9091,18,6,8,16,8,0.1321,1.0778,0.0679,0.3064,0.0778,0.8791,44,0.334,,7335
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S1,MILP,0.9935,2,0,0,7,0,0.134,1.1564,0.1186,0.4761,0.1564,0.373,269,10.256,0,4995
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S1,MILP reaktiv,0.9838,5,0,0,10,0,0.1353,1.1461,0.1168,0.4761,0.1461,0.896,39,3.487,0,4995
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S1,Greedy auf MILP-Plan,0.974,8,3,5,8,5,0.1333,1.1327,0.0944,0.3751,0.1327,0.9169,31,0.341,,4995
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S1,MILP auf Greedy-Plan,0.9708,9,0,0,15,0,0.1338,1.1593,0.149,0.5771,0.1593,0.7367,104,30.129,1,7335
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S2,Greedy,0.8896,16,10,8,16,8,0.135,1.0839,0.064,0.3064,0.0839,0.811,69,0.411,,9990
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S2,Greedy reaktiv,0.8929,16,10,9,16,9,0.1345,1.0875,0.0684,0.3064,0.0875,0.8705,47,0.305,,9990
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S2,MILP,0.9481,16,0,4,6,4,0.137,1.149,0.1014,0.3751,0.149,0.3052,296,11.495,0,9360
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S2,MILP reaktiv,0.9416,18,0,4,9,4,0.1379,1.1405,0.1008,0.3815,0.1405,0.8184,69,30.065,1,9360
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S2,Greedy auf MILP-Plan,0.9318,16,7,6,8,6,0.1394,1.1299,0.096,0.3751,0.1299,0.8647,51,0.356,,9360
geriatrie,4711,0.8,22,19.5,15.36,15.73,308,S2,MILP auf Greedy-Plan,0.9383,19,0,5,13,5,0.1384,1.1491,0.142,0.5771,0.1491,0.6915,124,30.081,1,9990
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S0,Greedy,0.9766,4,4,1,18,1,0.1473,1.0562,0.0624,0.323,0.0739,1.0,0,0.412,,0
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S0,Greedy reaktiv,0.9766,4,4,1,18,1,0.1473,1.0562,0.0624,0.323,0.0739,1.0,0,0.345,,0
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S0,MILP,1.0,0,0,0,0,0,0.1438,1.0798,0.0185,0.0723,0.0798,1.0,0,3.206,0,0
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S0,MILP reaktiv,1.0,0,0,0,0,0,0.1438,1.0798,0.0185,0.0723,0.0798,1.0,0,0.234,0,0
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.1438,1.0798,0.0185,0.0723,0.0798,0.9915,3,0.409,,0
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S0,MILP auf Greedy-Plan,1.0,0,0,0,18,0,0.1438,1.0805,0.042,0.199,0.0807,0.9444,20,0.565,0,0
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S1,Greedy,0.9197,11,9,0,17,0,0.1491,1.0737,0.0645,0.3471,0.0794,0.3318,300,0.479,,10260
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S1,Greedy reaktiv,0.9197,15,8,4,16,4,0.1491,1.0717,0.0484,0.2548,0.0775,0.7789,84,0.41,,10260
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S1,MILP,0.9833,5,0,0,7,0,0.1361,1.1268,0.0791,0.2985,0.1268,0.2397,349,3.575,0,9585
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S1,MILP reaktiv,0.9732,8,0,0,6,0,0.1375,1.1168,0.0662,0.2458,0.1168,0.8069,73,4.75,0,9585
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S1,Greedy auf MILP-Plan,0.9331,11,8,2,3,2,0.1434,1.0754,0.0254,0.1079,0.0754,0.7655,91,0.415,,9585
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S1,MILP auf Greedy-Plan,0.9732,8,0,0,15,0,0.1409,1.1252,0.0849,0.2985,0.1252,0.7455,99,9.103,0,10260
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S2,Greedy,0.9532,8,7,2,19,2,0.1404,1.0707,0.0562,0.2486,0.0804,0.6005,161,0.516,,5085
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S2,Greedy reaktiv,0.9498,8,6,0,19,0,0.1408,1.0682,0.0534,0.261,0.0791,0.8716,47,0.369,,5085
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S2,MILP,0.9967,1,0,0,4,0,0.1409,1.1162,0.0626,0.2655,0.1162,0.1913,372,3.509,0,5535
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S2,MILP reaktiv,0.99,3,0,0,5,0,0.1419,1.1099,0.0638,0.2655,0.1099,0.8457,58,4.348,0,5535
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S2,Greedy auf MILP-Plan,0.9599,8,7,4,6,4,0.1463,1.0806,0.0186,0.0723,0.0806,0.8431,59,0.377,,5535
geriatrie,20260906,0.8,24,19.05,14.9,15.27,299,S2,MILP auf Greedy-Plan,0.9967,1,0,0,15,0,0.1342,1.1125,0.0706,0.2721,0.1125,0.8117,71,3.985,0,5085
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S0,Greedy,0.9579,7,4,4,19,4,0.1182,1.0696,0.071,0.3045,0.0757,1.0,0,0.411,,0
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S0,Greedy reaktiv,0.9579,7,4,4,19,4,0.1182,1.0696,0.071,0.3045,0.0757,1.0,0,0.373,,0
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S0,MILP,1.0,0,0,0,0,0,0.123,1.1312,0.1375,0.5913,0.1312,1.0,0,28.772,0,0
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S0,MILP reaktiv,1.0,0,0,0,0,0,0.123,1.1312,0.1375,0.5913,0.1312,1.0,0,0.205,0,0
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S0,Greedy auf MILP-Plan,1.0,0,0,0,3,0,0.123,1.1312,0.1375,0.5913,0.1312,0.9863,5,0.361,,0
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S0,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.1262,1.1435,0.1991,0.7858,0.1457,0.9043,36,0.658,0,0
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S1,Greedy,0.932,9,7,6,20,6,0.125,1.0778,0.0762,0.2997,0.0828,0.349,291,0.462,,4950
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S1,Greedy reaktiv,0.9417,11,4,6,19,6,0.1203,1.0826,0.0627,0.2986,0.0842,0.8811,44,0.357,,4950
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S1,MILP,1.0,0,0,0,1,0,0.1327,1.1718,0.2013,0.7517,0.1718,0.3296,297,8.369,0,4095
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S1,MILP reaktiv,1.0,0,0,0,4,0,0.1327,1.1738,0.2067,0.7259,0.1738,0.9096,34,0.711,0,4095
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S1,Greedy auf MILP-Plan,0.9806,5,1,3,5,3,0.1287,1.1436,0.1742,0.7615,0.1436,0.8819,45,0.35,,4095
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S1,MILP auf Greedy-Plan,1.0,0,0,0,20,0,0.1359,1.179,0.2083,0.7259,0.179,0.8046,77,4.455,0,4950
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S2,Greedy,0.9256,11,8,7,18,7,0.1224,1.0624,0.0774,0.3532,0.0763,0.7454,96,0.463,,5085
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S2,Greedy reaktiv,0.9385,12,5,7,19,7,0.1207,1.072,0.0682,0.2997,0.0753,0.8811,44,0.373,,5085
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S2,MILP,1.0,0,0,0,1,0,0.1359,1.1715,0.1981,0.7259,0.1715,0.2935,313,6.121,0,4590
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S2,MILP reaktiv,1.0,0,0,0,6,0,0.1359,1.1744,0.2066,0.7259,0.1744,0.8915,41,3.949,0,4590
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S2,Greedy auf MILP-Plan,0.9806,5,2,4,9,4,0.132,1.1452,0.1713,0.7468,0.1452,0.8601,54,0.368,,4590
geriatrie,777,0.8,23,19.45,15.39,15.77,309,S2,MILP auf Greedy-Plan,1.0,0,0,0,15,0,0.1359,1.1707,0.2088,0.7259,0.1707,0.8107,74,2.971,0,5085
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S0,Greedy,0.9835,3,3,1,19,1,0.1242,1.0708,0.0763,0.4155,0.085,1.0,0,0.391,,0
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S0,Greedy reaktiv,0.9835,3,3,1,19,1,0.1242,1.0708,0.0763,0.4155,0.085,1.0,0,0.339,,0
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S0,MILP,1.0,0,0,0,3,0,0.132,1.0859,0.0171,0.0866,0.0859,1.0,0,10.766,0,0
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S0,MILP reaktiv,1.0,0,0,0,3,0,0.132,1.0859,0.0171,0.0866,0.0859,1.0,0,0.149,0,0
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S0,Greedy auf MILP-Plan,1.0,0,0,0,5,0,0.132,1.0859,0.0171,0.0866,0.0859,0.9803,7,0.357,,0
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S0,MILP auf Greedy-Plan,1.0,0,0,0,16,0,0.132,1.0923,0.0649,0.2633,0.0923,0.9583,15,0.562,0,0
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S1,Greedy,0.9472,8,6,2,16,2,0.1254,1.0723,0.059,0.329,0.0773,0.5278,195,0.397,,5535
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S1,Greedy reaktiv,0.9538,7,7,0,17,0,0.1211,1.079,0.0893,0.5021,0.0932,0.8723,47,0.372,,5535
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S1,MILP,1.0,0,0,0,3,0,0.1386,1.1194,0.0716,0.3463,0.1194,0.2818,311,9.207,0,4095
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S1,MILP reaktiv,1.0,0,0,0,5,0,0.1386,1.1227,0.1018,0.3982,0.1227,0.9258,27,1.406,0,4095
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S1,Greedy auf MILP-Plan,0.9868,4,2,1,8,1,0.1304,1.1042,0.0628,0.3116,0.1042,0.8717,48,0.348,,4095
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S1,MILP auf Greedy-Plan,1.0,0,0,0,16,0,0.1353,1.1369,0.1289,0.4155,0.1369,0.832,64,3.276,0,5535
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S2,Greedy,0.9505,8,6,3,17,3,0.125,1.0779,0.0781,0.4242,0.0829,0.5683,177,0.403,,5130
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S2,Greedy reaktiv,0.9571,8,5,2,19,2,0.1241,1.0844,0.0805,0.4242,0.0895,0.8672,49,0.441,,5130
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S2,MILP,1.0,0,0,0,2,0,0.1386,1.1367,0.0983,0.3896,0.1367,0.2738,321,11.866,0,5625
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S2,MILP reaktiv,1.0,0,0,0,7,0,0.1386,1.1393,0.1125,0.3896,0.1393,0.8568,54,3.511,0,5625
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S2,Greedy auf MILP-Plan,0.9736,6,6,1,10,1,0.1356,1.1055,0.0519,0.2251,0.1055,0.836,62,0.433,,5625
geriatrie,31415,0.8,23,18.95,15.12,15.49,303,S2,MILP auf Greedy-Plan,1.0,0,0,0,17,0,0.1353,1.1376,0.131,0.4242,0.1376,0.8368,62,3.947,0,5130
